ingredient,label,n_co,odds_ratio,pmi
para-aminobenzoic acid,Sleep/Calm,17,0.624276752954703,-0.5933006406695783
proprietary probiotic blend,Sleep/Calm,8,0.6227937750860092,-0.5933006406695783
probiotic blend,Sleep/Calm,14,0.6201922302683494,-0.6017622194177743
conjugated linoleic acid,Sleep/Calm,2,0.6186019887914165,-0.5826533964700698
malic acid,Sleep/Calm,4,0.6155140320733105,-0.6017622194177743
saw palmetto extract,Sleep/Calm,1,0.6115929159883577,-0.5826533964700698
sulfate,Sleep/Calm,1,0.6115929159883577,-0.5826533964700698
milk thistle seed extract,Sleep/Calm,12,0.6087420042643923,-0.6263747738993879
vitamin k2,Sleep/Calm,34,0.6085000632394313,-0.6259645677433999
digestive enzyme blend,Sleep/Calm,4,0.6070627186994931,-0.6206212466690904
"spirulina, powder",Sleep/Calm,2,0.6045233387105168,-0.614362256197408
vitamin k,Sleep/Calm,47,0.5924726593932128,-0.6587563755558612
cat s claw bark extract,Sleep/Calm,1,0.5911874105865522,-0.6299591112484265
curcumin c3 complex,Sleep/Calm,1,0.5911874105865522,-0.6299591112484265
hemp aerial parts extract,Sleep/Calm,1,0.5911874105865522,-0.6299591112484265
horse chestnut seed extract,Sleep/Calm,1,0.5911874105865522,-0.6299591112484265
whey protein isolate,Sleep/Calm,1,0.5911874105865522,-0.6299591112484265
collagen peptides,Sleep/Calm,5,0.5907189916929246,-0.6606559084713428
papain,Sleep/Calm,10,0.5830267176490392,-0.6839367323072513
l-glutathione,Sleep/Calm,3,0.5812468027389674,-0.6757628008615513
aquamin,Sleep/Calm,1,0.572098389404218,-0.6757628008615513
dl-methionine,Sleep/Calm,1,0.572098389404218,-0.6757628008615513
nettle root extract,Sleep/Calm,1,0.572098389404218,-0.6757628008615513
fruit blend,Sleep/Calm,2,0.5658819374246429,-0.7055101442556031
pumpkin seed oil,Sleep/Calm,2,0.5658819374246429,-0.7055101442556031
turmeric extract,Sleep/Calm,2,0.5658819374246429,-0.7055101442556031
evening primrose oil,Sleep/Calm,1,0.5542024320457797,-0.7201569202200045
gymnema leaf extract,Sleep/Calm,1,0.5542024320457797,-0.7201569202200045
"tongkat ali, powder",Sleep/Calm,1,0.5542024320457797,-0.7201569202200045
krill oil,Sleep/Calm,2,0.5540748425872924,-0.7346564899151194
quercetin,Sleep/Calm,21,0.5532263420033204,-0.7554899933322852
"collagen, hydrolyzed",Sleep/Calm,2,0.5427496699882014,-0.7632256421118905
ionic trace minerals,Sleep/Calm,1,0.5373910781636103,-0.7632256421118907
luteolin,Sleep/Calm,1,0.5373910781636103,-0.7632256421118907
red yeast rice,Sleep/Calm,1,0.5373910781636103,-0.7632256421118907
bromelain,Sleep/Calm,24,0.5323645061109998,-0.8066936706879998
n-acetyl l-cysteine,Sleep/Calm,2,0.5318775042930738,-0.7912400182814872
iodine,Sleep/Calm,89,0.5303160213626676,-0.7921645265097852
diindolylmethane,Sleep/Calm,5,0.5261960742049571,-0.8187207547035943
"blueberry, powder",Sleep/Calm,0,0.5217054785300848,-0.7632256421118907
burdock,Sleep/Calm,3,0.5212946902207777,-0.8255099203662333
kelp,Sleep/Calm,3,0.5212946902207777,-0.8255099203662333
lactobacillus acidophilus,Sleep/Calm,6,0.5122404035141728,-0.8570925655761131
black elderberry fruit extract,Sleep/Calm,1,0.5066503167790721,-0.8456878023038635
cascara sagrada,Sleep/Calm,1,0.5066503167790721,-0.8456878023038635
chromemate,Sleep/Calm,1,0.5066503167790721,-0.8456878023038635
"flaxseed, powder",Sleep/Calm,1,0.5066503167790721,-0.8456878023038635
chloride,Sleep/Calm,22,0.5055768753131564,-0.8767146979244881
amylase,Sleep/Calm,7,0.4951425759680274,-0.9045814913574318
echinacea,Sleep/Calm,1,0.49256080114449213,-0.8852161664905012
dietary fiber,Sleep/Calm,4,0.49212485681557844,-0.9084235576518263
citrulline malate,Sleep/Calm,5,0.49197937553709536,-0.9109792625555825
vitamin e,Sleep/Calm,146,0.4899655838454785,-0.8726952372070454
astragin,Sleep/Calm,6,0.48794531056110824,-0.9236903143051367
l-leucine,Sleep/Calm,9,0.4832939207454386,-0.9387972066953449
protease,Sleep/Calm,7,0.48160691619726137,-0.9425493415564526
"turmeric, powder",Sleep/Calm,3,0.47893470338360117,-0.9425493415564526
phytosterols,Sleep/Calm,0,0.4667590027700831,-0.9236903143051367
msm,Sleep/Calm,1,0.46660643023868686,-0.9611650197237995
serrapeptase,Sleep/Calm,1,0.46660643023868686,-0.9611650197237995
sunflower lecithin,Sleep/Calm,1,0.46660643023868686,-0.9611650197237995
quercetin dihydrate,Sleep/Calm,4,0.4612775630011455,-0.9976908957489136
fennel,Sleep/Calm,2,0.45839666028462583,-0.9976908957489136
enzyme blend,Sleep/Calm,4,0.4565073629267486,-1.0120461887259835
n-acetyl-l-cysteine,Sleep/Calm,4,0.4565073629267486,-1.0120461887259835
maltase,Sleep/Calm,1,0.45462748982062284,-0.9976908957489136
fat,Sleep/Calm,2,0.4430881511161992,-1.0449966105272703
fructooligosaccharides,Sleep/Calm,3,0.44292871457200117,-1.0508022322084758
lactase,Sleep/Calm,4,0.44276918671248566,-1.0542744241152808
cinnamon,Sleep/Calm,2,0.43581033528202917,-1.0680802236403115
agmatine sulfate,Sleep/Calm,4,0.4340593625766458,-1.081755160537388
lipase,Sleep/Calm,7,0.42365483993320324,-1.1187062967102794
cranberry,Sleep/Calm,1,0.4221132229715921,-1.102027555563649
glucosamine sulfate potassium chloride,Sleep/Calm,1,0.4221132229715921,-1.102027555563649
collagen,Sleep/Calm,2,0.42194782893122906,-1.1131681131688496
"maca, powder",Sleep/Calm,2,0.42194782893122906,-1.1131681131688496
"cayenne pepper, powder",Sleep/Calm,1,0.41228332834281534,-1.1351944194988486
saccharomyces boulardii,Sleep/Calm,1,0.41228332834281534,-1.1351944194988486
alfalfa,Sleep/Calm,1,0.4029002471062557,-1.1676158971912258
pancreatin,Sleep/Calm,2,0.4027293542176198,-1.1782631413907343
trans-resveratrol,Sleep/Calm,5,0.39033565302374174,-1.2303516525391884
senactiv,Sleep/Calm,1,0.3853579647944268,-1.2303516525391887
ginger root extract,Sleep/Calm,6,0.3820916905444126,-1.2607253015827076
vitamin k1,Sleep/Calm,4,0.3815000789983015,-1.2607253015827073
l-proline,Sleep/Calm,1,0.37714668371229415,-1.2607253015827073
alpha-galactosidase,Sleep/Calm,1,0.36927753934191704,-1.2904726449767594
l-carnitine,Sleep/Calm,5,0.3634826147863587,-1.329205039465474
black cohosh,Sleep/Calm,1,0.36172958453767773,-1.3196189906362759
calcium d-glucarate,Sleep/Calm,1,0.36172958453767773,-1.3196189906362759
rutin,Sleep/Calm,9,0.3530025810151993,-1.370642993660743
rose hip,Sleep/Calm,2,0.3450739300767921,-1.3945810483174976
betaine hydrochloride,Sleep/Calm,6,0.34177207174405166,-1.4153023386915837
l-cysteine hydrochloride,Sleep/Calm,0,0.34101610631931,-1.3762025190026432
pygeum bark extract,Sleep/Calm,0,0.34101610631931,-1.3762025190026432
artichoke leaf extract,Sleep/Calm,2,0.34063889745057463,-1.4127283950277574
total omega-3 fatty acids,Sleep/Calm,4,0.33255389332437624,-1.4518667889347159
bacillus coagulans,Sleep/Calm,2,0.3321014596451059,-1.4483523047584785
juniper,Sleep/Calm,0,0.32837528604118993,-1.4306503030250197
pectinase,Sleep/Calm,1,0.32818311874105865,-1.457122514386211
saw palmetto berry extract,Sleep/Calm,3,0.32478062284464077,-1.4831177229191554
medium chain triglyceride,Sleep/Calm,1,0.3222057484718429,-1.4831177229191554
beet root extract,Sleep/Calm,0,0.3166373814972213,-1.4831177229191554
black cumin seed oil,Sleep/Calm,0,0.3166373814972213,-1.4831177229191554
chrysin,Sleep/Calm,0,0.3166373814972213,-1.4831177229191554
goldenseal,Sleep/Calm,0,0.3166373814972213,-1.4831177229191554
pau d arco,Sleep/Calm,0,0.3166373814972213,-1.4831177229191554
octacosanol,Sleep/Calm,0,0.30570898761145743,-1.5337437959891231
pectin,Sleep/Calm,0,0.30570898761145743,-1.5337437959891231
d-mannose,Sleep/Calm,1,0.3055103349612747,-1.5584058502233926
hemicellulase,Sleep/Calm,1,0.3055103349612747,-1.5584058502233926
l-arginine hydrochloride,Sleep/Calm,1,0.3055103349612747,-1.5584058502233926
rose hips,Sleep/Calm,1,0.3055103349612747,-1.5584058502233926
sugar,Sleep/Calm,1,0.3055103349612747,-1.5584058502233926
xylanase,Sleep/Calm,1,0.3055103349612747,-1.5584058502233926
glucosamine hydrochloride,Sleep/Calm,3,0.3051126884310493,-1.5705805641694948
spirulina,Sleep/Calm,3,0.29992187765361233,-1.594626038136146
fish oil concentrate,Sleep/Calm,3,0.2924574059571327,-1.6299591112484264
methylsulfonylmethane,Sleep/Calm,8,0.2895652665238063,-1.6453891518180326
barberry,Sleep/Calm,0,0.2859673728500775,-1.6299591112484264
"glutathione, reduced",Sleep/Calm,0,0.2859673728500775,-1.6299591112484264
cellulase,Sleep/Calm,3,0.28306212424849697,-1.6757628008615513
glucosamine sulfate,Sleep/Calm,3,0.28306212424849697,-1.6757628008615513
aloe vera,Sleep/Calm,0,0.27702195366132726,-1.6757628008615513
bioflavonoid complex,Sleep/Calm,0,0.27702195366132726,-1.6757628008615513
leucine,Sleep/Calm,0,0.27702195366132726,-1.6757628008615513
"panax ginseng, powder",Sleep/Calm,0,0.27702195366132726,-1.6757628008615513
invertase,Sleep/Calm,1,0.2768150929899857,-1.6981306138900059
bifidobacterium bifidum,Sleep/Calm,0,0.26861868109007697,-1.7201569202200047
cat s claw,Sleep/Calm,0,0.26861868109007697,-1.7201569202200047
ceylon cinnamon,Sleep/Calm,0,0.26861868109007697,-1.7201569202200047
norwegian fish oil,Sleep/Calm,0,0.26861868109007697,-1.7201569202200047
"whey protein isolate, microfiltered, ultrafiltered",Sleep/Calm,0,0.26861868109007697,-1.7201569202200047
glucoamylase,Sleep/Calm,1,0.268409416048901,-1.7418519913193238
black walnut,Sleep/Calm,0,0.26070971867007675,-1.7632256421118908
glycerpump,Sleep/Calm,0,0.26070971867007675,-1.7632256421118908
"pomegranate fruit juice, powder",Sleep/Calm,0,0.26070971867007675,-1.7632256421118908
ubiquinol,Sleep/Calm,0,0.26070971867007675,-1.7632256421118908
thiamin,Sleep/Calm,1,0.25671456117434843,-1.8050458178065176
grapefruit seed extract,Sleep/Calm,0,0.2532526969597908,-1.8050458178065176
himalayan rock salt,Sleep/Calm,0,0.2532526969597908,-1.8050458178065176
nettle,Sleep/Calm,0,0.2532526969597908,-1.8050458178065176
total calories,Sleep/Calm,0,0.2532526969597908,-1.8050458178065176
chlorophyll,Sleep/Calm,1,0.2530390353566319,-1.8255099203662333
saw palmetto,Sleep/Calm,1,0.2494670454774426,-1.8456878023038636
biocell collagen,Sleep/Calm,0,0.23954790030304904,-1.8852161664905012
bladderwrack,Sleep/Calm,0,0.23954790030304904,-1.8852161664905012
hesperidin complex,Sleep/Calm,0,0.23954790030304904,-1.8852161664905012
irish moss,Sleep/Calm,0,0.23954790030304904,-1.8852161664905012
l-cysteine,Sleep/Calm,1,0.23933031744190542,-1.904581491357432
proprietary herbal blend,Sleep/Calm,1,0.2361316165951359,-1.9236903143051367
glutamic acid,Sleep/Calm,0,0.2332364807900759,-1.9236903143051367
lemon bioflavonoid complex,Sleep/Calm,0,0.2332364807900759,-1.9236903143051367
floraglo,Sleep/Calm,1,0.22998346431822828,-1.9611650197237995
green tea,Sleep/Calm,0,0.22724872381622954,-1.9611650197237995
lobelia,Sleep/Calm,0,0.22724872381622954,-1.9611650197237995
l-methionine,Sleep/Calm,2,0.22487702890184627,-1.9976908957489135
strontium,Sleep/Calm,0,0.2161494669866607,-2.033314805479635
salt,Sleep/Calm,0,0.21099624060150377,-2.0680802236403113
nattokinase,Sleep/Calm,0,0.20608269916449365,-2.102027555563649
orchard fruits garden veggies powder blend,Sleep/Calm,0,0.20608269916449365,-2.102027555563649
"pomegranate juice, powder",Sleep/Calm,0,0.20608269916449365,-2.102027555563649
caprylic acid,Sleep/Calm,0,0.2013925005200749,-2.1351944194988484
garlic,Sleep/Calm,1,0.2011640005202237,-2.1514962318279487
garlic bulb extract,Sleep/Calm,0,0.19262386827181374,-2.199324756918564
apple pectin,Sleep/Calm,0,0.1885194021130532,-2.2303516525391887
eicosapentaenoic acid,Sleep/Calm,0,0.1885194021130532,-2.2303516525391887
"apple cider vinegar, powder",Sleep/Calm,1,0.18828721882324292,-2.245618409192499
fenugreek,Sleep/Calm,0,0.18458595537757438,-2.2607253015827076
policosanol,Sleep/Calm,0,0.18458595537757438,-2.2607253015827076
citrus bioflavonoids,Sleep/Calm,1,0.18244620444523105,-2.2904726449767594
bitter melon fruit extract,Sleep/Calm,0,0.1808130574884416,-2.2904726449767594
chondroitin sulfate,Sleep/Calm,2,0.17210765765430905,-2.3762025190026432
apple cider vinegar,Sleep/Calm,1,0.1701276548916034,-2.390008318527674
berberine hydrochloride,Sleep/Calm,1,0.16850194154915185,-2.4036832554247503
pepsin,Sleep/Calm,0,0.16404462242562928,-2.4306503030250197
milk thistle,Sleep/Calm,0,0.15271147321076303,-2.5337437959891234
optimsm,Sleep/Calm,0,0.15271147321076303,-2.5337437959891234
"beet root juice, powder",Sleep/Calm,0,0.14518700528941741,-2.6065001384244373
l-isoleucine,Sleep/Calm,1,0.1271456654418954,-2.805045817806518
l-valine,Sleep/Calm,1,0.12533406386022586,-2.8255099203662333
dandelion,Sleep/Calm,0,0.10926773455377574,-3.0156128037461762
proprietary enzyme blend,Sleep/Calm,0,0.09312296760207155,-3.245618409192499
no3-t,Sports/Performance,79,169.85984156002436,2.380185561563071
vasodrive-ap,Sports/Performance,39,168.83706844336766,2.3981074695603337
glycerpump,Sports/Performance,33,143.38124054462935,2.3981074695603337
hydromax,Sports/Performance,29,126.43634714242516,2.3981074695603337
nitrosigine,Sports/Performance,96,82.58704750267297,2.3398088289956664
beta-alanine,Sports/Performance,343,76.05130158730158,2.3205464862666805
hydroprime,Sports/Performance,31,67.45069570477919,2.3537133502018803
citrulline malate,Sports/Performance,106,65.16713651959178,2.319395493546293
alphasize,Sports/Performance,52,56.031558185404336,2.3186730020659287
senactiv,Sports/Performance,43,46.45333333333333,2.3029502365199934
himalayan rock salt,Sports/Performance,32,46.37770382695508,2.3132185719738203
agmatine sulfate,Sports/Performance,97,46.35512781342295,2.2848968591123424
creatine monohydrate,Sports/Performance,226,44.787694617989146,2.2704596464643734
carnosyn,Sports/Performance,72,44.229775854947064,2.284151280263248
l-citrulline malate,Sports/Performance,87,37.40402684563758,2.257626246010503
"huperzia serrata leaf, stem extract",Sports/Performance,43,30.966666666666665,2.2428292440824227
l-citrulline,Sports/Performance,282,30.204274523487257,2.207375357698291
l-isoleucine,Sports/Performance,120,25.836087689713324,2.1876876898899615
elevatp,Sports/Performance,60,25.821449187300622,2.199561790178253
"whey protein isolate, microfiltered, ultrafiltered",Sports/Performance,28,24.43715797430083,2.211694345329452
dicaffeine malate,Sports/Performance,27,23.59093107617896,2.2054623916179374
l-valine,Sports/Performance,120,23.48566610455312,2.167223587330246
theobromine,Sports/Performance,110,21.511723696478022,2.148129216551986
"bamboo leaf, stem extract",Sports/Performance,23,20.20858006042296,2.175715048223886
l-leucine,Sports/Performance,156,18.716407173321002,2.1077657177308042
betaine anhydrous,Sports/Performance,199,18.376982711940514,2.099449153995818
astragin,Sports/Performance,105,16.124896211161126,2.0707454886223435
whey protein isolate,Sports/Performance,24,15.037338398117972,2.087767348948183
branched-chain amino acids,Sports/Performance,63,14.26050231962886,2.04055546494225
leucine,Sports/Performance,24,13.157198972654479,2.041963659335058
malic acid,Sports/Performance,56,12.052466980415971,1.9830699702814898
caffeine anhydrous,Sports/Performance,274,11.757086254190796,1.9468064262947185
tongkat ali root extract,Sports/Performance,32,9.271547420965058,1.88791273724115
huperzine a,Sports/Performance,123,9.121620478104505,1.8524578928640034
l-carnitine l-tartrate,Sports/Performance,27,9.070830620407405,1.8835342967305753
tribulus terrestris extract,Sports/Performance,18,8.880050314465409,1.8911474808404507
"coconut water, powder",Sports/Performance,27,8.42261185006046,1.847910386999854
citicoline,Sports/Performance,30,8.162520792378649,1.8287418238901958
teacrine,Sports/Performance,22,8.066153149071138,1.8342065843670072
"beet, powder",Sports/Performance,49,7.821083139554477,1.7940361458914729
alpha-glycerylphosphorylcholine,Sports/Performance,68,7.490505995905235,1.7651649399373557
n-acetyl-l-tyrosine,Sports/Performance,36,6.781746632359619,1.7249177858274423
amino acid blend,Sports/Performance,23,6.733776435045317,1.7351424568379044
raw probiotic enzyme blend,Sports/Performance,29,6.650247481418999,1.7200355644476957
"blueberry, powder",Sports/Performance,10,6.602463871120587,1.7700762469472915
beet root extract,Sports/Performance,16,5.956541421457673,1.678215388753069
chrysin,Sports/Performance,16,5.956541421457673,1.678215388753069
tribulus fruit extract,Sports/Performance,20,5.889385474860335,1.6611418753941274
l-arginine,Sports/Performance,127,5.744512293625408,1.6036916032102277
aquamin,Sports/Performance,18,5.707579514824798,1.646034983003919
potassium,Sports/Performance,1619,5.698095891229133,1.456259222346129
ionic trace minerals,Sports/Performance,19,5.608091787439614,1.6325727231973566
"caffeine, natural",Sports/Performance,21,5.444401016220442,1.6096115747540454
"maca, powder",Sports/Performance,36,5.377467993716174,1.585193022160829
salt,Sports/Performance,23,5.315376053426618,1.5907525475027295
chloride,Sports/Performance,231,5.217014971927636,1.5315746115679558
l-ornithine hydrochloride,Sports/Performance,22,5.093132695808393,1.5641174209992628
l-glutamine,Sports/Performance,219,5.070873928649916,1.514131265899817
asian ginseng root extract,Sports/Performance,24,4.782032441044376,1.518401703278045
l-histidine,Sports/Performance,18,4.699853496115427,1.5167519660589526
cholesterol,Sports/Performance,916,4.696758173347218,1.3973210454248128
sodium,Sports/Performance,2071,4.60211591198159,1.2569373073014556
neurofactor,Sports/Performance,23,4.590057676462511,1.4912168739518152
l-arginine hydrochloride,Sports/Performance,30,4.501358348498517,1.4696607305853675
energy blend,Sports/Performance,18,4.438591194968553,1.4761099815616068
l-tyrosine,Sports/Performance,224,4.366365898536018,1.4109887608570661
fat,Sports/Performance,31,4.347130339753723,1.4439111591734584
l-threonine,Sports/Performance,26,4.208704851141,1.4250745171606027
cognizin,Sports/Performance,18,4.204830188679245,1.436581617374969
methionine,Sports/Performance,18,4.204830188679245,1.436581617374969
taurine,Sports/Performance,240,4.142496078469193,1.371417591475602
protein,Sports/Performance,1313,4.032577178918642,1.2465985343803956
d-ribose,Sports/Performance,16,3.9701725265328704,1.3981074695603337
raw organic fruit vegetable blend,Sports/Performance,15,3.736069201367934,1.3537133502018803
phosphorus,Sports/Performance,398,3.7174860907834546,1.275140038968279
yohimbe bark extract,Sports/Performance,13,3.6768476621417796,1.3474813964903656
caffeine,Sports/Performance,157,3.646255135801852,1.2840357028515386
n-acetyl l-tyrosine,Sports/Performance,15,3.5393069275482008,1.3106446283099942
conjugated linoleic acid,Sports/Performance,20,3.5323629775026424,1.2985717960094194
fenugreek seed extract,Sports/Performance,29,3.5077109162382825,1.2826302521403976
l-taurine,Sports/Performance,53,3.5059974320065366,1.2703519223619608
bioperine,Sports/Performance,260,3.402753159000044,1.2189991459526857
d-aspartic acid,Sports/Performance,19,3.363647342995169,1.2606039458103986
orchard fruits garden veggies powder blend,Sports/Performance,18,3.194982641509434,1.219770228301821
capsimax,Sports/Performance,13,3.09595935540208,1.2054623916179374
pine bark extract,Sports/Performance,38,3.042190259904113,1.159947732365569
black pepper extract,Sports/Performance,19,3.0029330572808832,1.1654467127700585
green coffee bean extract,Sports/Performance,42,2.9703522317780964,1.1378716970792129
l-phenylalanine,Sports/Performance,26,2.9124632357215097,1.1306271586953476
calcium,Sports/Performance,1717,2.8758089374483653,0.9363874323590087
rhodiola rosea root extract,Sports/Performance,39,2.8556909525813836,1.1053257203324878
total carbohydrates,Sports/Performance,2015,2.809459026851637,0.8842858961437138
l-alanine,Sports/Performance,27,2.8047158403869408,1.0969379348397688
shilajit extract,Sports/Performance,12,2.730568541698085,1.0985471877014255
bovine collagen peptides,Sports/Performance,17,2.7018239834418525,1.0761793746729713
iron,Sports/Performance,815,2.690314517746589,0.9711850011286365
maca,Sports/Performance,27,2.6770363856216335,1.0557152721132559
l-carnitine tartrate,Sports/Performance,11,2.6528791822741415,1.0761793746729713
pureway-c,Sports/Performance,16,2.6459265965830023,1.0593055561085751
sugar,Sports/Performance,22,2.6137025108479572,1.0390263762555052
"tongkat ali, powder",Sports/Performance,12,2.6004481116832197,1.0541530683429723
total fat,Sports/Performance,1314,2.5980530707254235,0.8932212828882398
ksm-66,Sports/Performance,51,2.579119074814392,1.0110843464510861
calories,Sports/Performance,2604,2.578805676392665,0.7471136410897847
bovine colostrum,Sports/Performance,13,2.5571644042232275,1.0355373901756255
betaine,Sports/Performance,26,2.5235907510956626,1.0032478522191204
schisandra fruit extract,Sports/Performance,8,2.519457422758101,1.0444705149456328
magnesium,Sports/Performance,1311,2.5053266926840014,0.8623579433178536
l-theanine,Sports/Performance,176,2.4101970633903953,0.9320223646910972
tart cherry fruit extract,Sports/Performance,11,2.4000516973978976,0.9830699702814898
stinging nettle root extract,Sports/Performance,20,2.3857033841934943,0.957534878174352
collagen peptides,Sports/Performance,33,2.307539895563906,0.9157147024797252
saturated fat,Sports/Performance,12,2.2751470366460564,0.9286221862591134
maca root extract,Sports/Performance,19,2.271755451103277,0.912680642390092
sunflower lecithin,Sports/Performance,13,2.2618633252117415,0.9200601727556893
total carbohydrate,Sports/Performance,283,2.1781626235399822,0.828465768122933
l-tryptophan,Sports/Performance,32,2.135748112120824,0.8425887467316593
glutamic acid,Sports/Performance,12,2.099984919318353,0.8506196742578401
"panax ginseng, powder",Sports/Performance,10,2.0996532489069804,0.8575390881976307
vitamin b7,Sports/Performance,5,2.098824947273275,0.8956071290311504
proprietary blend extract,Sports/Performance,4,2.098659436662148,0.912680642390092
energy,Sports/Performance,49,2.0852289960570216,0.8131449688391774
choline bitartrate,Sports/Performance,33,2.0729198184568833,0.8131449688391775
l-carnitine,Sports/Performance,49,2.064711234812396,0.8035589200099792
serrapeptase,Sports/Performance,12,2.0221350893949297,0.8131449688391774
"flaxseed, powder",Sports/Performance,11,2.015753920386007,0.8131449688391775
bifidobacterium bifidum,Sports/Performance,10,2.0082918739635156,0.8131449688391775
white willow bark extract,Sports/Performance,10,2.0082918739635156,0.8131449688391775
"beet root juice, powder",Sports/Performance,19,2.0009489302967562,0.7892982268848098
sulfate,Sports/Performance,9,1.999440113699987,0.8131449688391774
digestive enzyme blend,Sports/Performance,24,1.9827854062205144,0.7751771186401568
carbohydrates,Sports/Performance,63,1.9693563774321656,0.7542512797856089
"pomegranate juice, powder",Sports/Performance,13,1.96,0.7791976369158398
"ashwagandha, powder",Sports/Performance,19,1.9543450174137738,0.7658392540608207
blend,Sports/Performance,12,1.9498459616088932,0.7766190928140633
l-glycine,Sports/Performance,28,1.9354209408631178,0.7482938244892093
bioperine complex,Sports/Performance,26,1.9238043765032544,0.7436040355861003
mucuna pruriens seed extract,Sports/Performance,15,1.9202345029743944,0.7542512797856089
folic acid,Sports/Performance,81,1.8704432564231406,0.7003770386772277
eleuthero,Sports/Performance,15,1.8668276000804667,0.7256821275888381
vitamin d,Sports/Performance,677,1.8638464406920112,0.6490637234313801
dehydroepiandrosterone,Sports/Performance,25,1.82133575098217,0.6891562515637238
panax ginseng root extract,Sports/Performance,14,1.799948279206086,0.690288221053644
vitamin b3,Sports/Performance,83,1.7630597014925373,0.640677772834412
cordyceps,Sports/Performance,11,1.737469323239466,0.6611418753941274
diindolylmethane,Sports/Performance,30,1.714724585545218,0.6243833253840095
green tea extract,Sports/Performance,25,1.680930794802055,0.606694091371751
calories from fat,Sports/Performance,13,1.6796983408748114,0.6204998908967811
enzyme blend,Sports/Performance,28,1.6696942399486432,0.5978769819361112
guarana seed extract,Sports/Performance,10,1.6493721866856195,0.6096115747540454
horse chestnut seed extract,Sports/Performance,8,1.642652599849284,0.6138361606157706
medium chain triglyceride,Sports/Performance,15,1.6388713072405316,0.5907525475027295
l-lysine hydrochloride,Sports/Performance,22,1.6378062610236048,0.5818194227327217
fruit blend,Sports/Performance,13,1.63298139768728,0.5907525475027295
total sugars,Sports/Performance,53,1.6233947539562108,0.5605379344557216
"ginger, powder",Sports/Performance,15,1.5997930856108284,0.5652174553955918
ginkgo biloba leaf extract,Sports/Performance,32,1.5944116128291927,0.5476838256108437
aloe vera,Sports/Performance,8,1.5741522230595328,0.5680324710026458
schisandra berry extract,Sports/Performance,8,1.5741522230595328,0.5680324710026458
piperine,Sports/Performance,9,1.554785113723914,0.5501105630053836
glycine,Sports/Performance,45,1.5477975143983025,0.5122784894796447
ginkgo biloba extract,Sports/Performance,7,1.5263302098745137,0.5401264744327615
l-proline,Sports/Performance,12,1.5161111948926758,0.5135846869802692
antioxidant blend,Sports/Performance,8,1.5111318764129615,0.5236383516441925
dietary fiber,Sports/Performance,24,1.5003345347808257,0.4873748076574209
hawthorn berry extract,Sports/Performance,9,1.4992032387269048,0.5105821988187461
vitamin b9,Sports/Performance,9,1.4992032387269048,0.5105821988187461
vitamin b12,Sports/Performance,912,1.4866873734578396,0.41479539777002195
boron,Sports/Performance,208,1.4866058624447887,0.4544149104622879
"apple cider vinegar, powder",Sports/Performance,24,1.4791498651981385,0.4721080510041104
niacin,Sports/Performance,660,1.467251817307508,0.41567474952159444
vitamin b6,Sports/Performance,958,1.4589980555852378,0.39397636028184946
curcumin,Sports/Performance,8,1.4529592487392036,0.48056962975230644
passionflower extract,Sports/Performance,8,1.4529592487392036,0.48056962975230644
medium chain triglyceride oil,Sports/Performance,19,1.4235343486448866,0.4346333455854476
silica,Sports/Performance,42,1.4233193014181817,0.42349278798024725
protease,Sports/Performance,38,1.413036101177269,0.41672314772768076
rosemary leaf extract,Sports/Performance,13,1.3993966817496228,0.42410267809327784
glucosamine sulfate potassium chloride,Sports/Performance,10,1.3992160410070857,0.43127433349553307
american ginseng root extract,Sports/Performance,9,1.3991558637322883,0.4346333455854476
dmae,Sports/Performance,7,1.3990355635925256,0.44391115917345836
soy isoflavones,Sports/Performance,7,1.3990355635925256,0.44391115917345836
lactase,Sports/Performance,25,1.3823481031785196,0.3981074695603334
acetyl-l-carnitine,Sports/Performance,21,1.3789358853572669,0.3981074695603336
ginkgo leaf extract,Sports/Performance,19,1.3767620970935297,0.3981074695603336
acetyl-l-carnitine hydrochloride,Sports/Performance,17,1.374140438492989,0.3981074695603336
nettle root extract,Sports/Performance,7,1.3430259192284508,0.3981074695603336
sugars,Sports/Performance,7,1.3430259192284508,0.3981074695603336
glucosamine hydrochloride,Sports/Performance,28,1.3385578895782977,0.36127070137996237
magnolia bark extract,Sports/Performance,6,1.3353377073431314,0.3981074695603336
l-methionine,Sports/Performance,28,1.3239606953892669,0.34919786907938716
eleuthero root extract,Sports/Performance,16,1.3216806666331338,0.3562872938657065
cayenne,Sports/Performance,9,1.311614410611999,0.3624835598296123
stevia leaf extract,Sports/Performance,28,1.3096774193548386,0.33722522741331107
hesperidin complex,Sports/Performance,8,1.3025127978587947,0.35857910537369597
reishi mushroom,Sports/Performance,7,1.291324709046228,0.35371335020188027
green tea leaf extract,Sports/Performance,90,1.2895057703542367,0.3097123536146196
holy basil leaf extract,Sports/Performance,14,1.285030832366134,0.3277181416689358
garcinia cambogia fruit extract,Sports/Performance,8,1.2590504898266768,0.3201049575590603
gamma-aminobutyric acid,Sports/Performance,27,1.250829710051712,0.286599154343343
black pepper fruit extract,Sports/Performance,24,1.24964927805236,0.2870761571715898
"pomegranate fruit juice, powder",Sports/Performance,7,1.2434532181367624,0.3106446283099941
vitamin k,Sports/Performance,171,1.233344264776368,0.25641614884696506
