ingredient,label,n_co,odds_ratio,pmi
hyaluronic acid,Sports/Performance,56,1.228384580350574,0.2594539297743035
"chlorella, powder",Sports/Performance,6,1.2239716739490734,0.2985717960094191
nickel,Sports/Performance,6,1.2239716739490734,0.2985717960094191
beet,Sports/Performance,10,1.2148904599807977,0.2725765874764746
dl-phenylalanine,Sports/Performance,7,1.1990011194351158,0.26882445261536725
bilberry,Sports/Performance,5,1.198941161279215,0.28263025214039766
pygeum bark extract,Sports/Performance,5,1.198941161279215,0.28263025214039766
optimsm,Sports/Performance,12,1.1860956115216408,0.24056619257385367
maltase,Sports/Performance,8,1.1802750565184628,0.2461043761152834
vitamin b5,Sports/Performance,40,1.1712765069680757,0.20876501429078057
"pumpkin, powder",Sports/Performance,4,1.1655871868253251,0.2606039458103985
chondroitin sulfate,Sports/Performance,33,1.1605992398804472,0.20016809194842472
hemp extract,Sports/Performance,7,1.157614682712893,0.22818246811802145
ashwagandha,Sports/Performance,21,1.1543189368770763,0.1993276054458364
thiamine,Sports/Performance,399,1.149103139013453,0.17236981609427424
vitamin k1,Sports/Performance,25,1.1488699082247777,0.19165659209290722
dandelion root extract,Sports/Performance,14,1.1445988014097834,0.1964736083906829
licorice,Sports/Performance,11,1.1445333918192784,0.20171025675683027
choline,Sports/Performance,221,1.139166104943004,0.16738377363193135
rhodiola root extract,Sports/Performance,18,1.1231357959075206,0.17030155203752134
ashwagandha root extract,Sports/Performance,38,1.121472939761285,0.159947732365569
lemon balm,Sports/Performance,7,1.1189873417721519,0.1886541039313837
proprietary extract formula,Sports/Performance,3,1.1189156626506025,0.22818246811802145
glucosamine sulfate,Sports/Performance,26,1.1110686378223649,0.1529949717238019
sensoril,Sports/Performance,15,1.1007449766019965,0.15017995611674814
norwegian fish oil,Sports/Performance,6,1.0878576331341134,0.16106827225948428
passionflower,Sports/Performance,7,1.0828520873437166,0.15017995611674814
spirulina,Sports/Performance,24,1.0816643122033882,0.12310042206046347
vitamin d3,Sports/Performance,386,1.0807277161706126,0.10631509264628987
bilberry fruit extract,Sports/Performance,17,1.0790996507265749,0.1250889751539176
pomegranate fruit extract,Sports/Performance,8,1.0789923565507589,0.1417677163005482
pancreatin,Sports/Performance,13,1.068131084601673,0.11799955036759824
vitamin c,Sports/Performance,995,1.0538371232422223,0.07299621312692196
l-carnosine,Sports/Performance,9,1.0489900512511305,0.10532572033248781
turmeric extract,Sports/Performance,9,1.0489900512511305,0.10532572033248781
luteolin,Sports/Performance,6,1.048967907186982,0.11799955036759824
red yeast rice,Sports/Performance,6,1.048967907186982,0.11799955036759824
burdock root extract,Sports/Performance,5,1.048960530280205,0.1250889751539179
"broccoli, powder",Sports/Performance,4,1.0489531555957223,0.13507306372653968
chromium,Sports/Performance,371,1.042194234455941,0.06690156108496023
bromelain,Sports/Performance,86,1.037487695315208,0.06626390580788855
collagen,Sports/Performance,12,1.0291825416923939,0.07617937467297108
hawthorn,Sports/Performance,11,1.0275596366411461,0.07617937467297138
lemon balm leaf extract,Sports/Performance,11,1.0275596366411461,0.07617937467297138
zinc,Sports/Performance,712,1.0270406259915539,0.04892008558873679
copper,Sports/Performance,310,1.0254057823253195,0.049521619611326284
valerian,Sports/Performance,9,1.0233681625329971,0.07617937467297138
lemon balm extract,Sports/Performance,8,1.0205951241369478,0.07617937467297138
dandelion,Sports/Performance,15,1.0171723267679815,0.058257466675708684
manganese,Sports/Performance,337,1.0167057889107296,0.03993096668234837
l-lysine,Sports/Performance,27,1.012800733853146,0.04559105483954834
fiber blend,Sports/Performance,6,1.01276023130517,0.07617937467297108
banaba leaf extract,Sports/Performance,11,1.0069722557297949,0.0523326327186039
pumpkin seed extract,Sports/Performance,4,0.9989671422116068,0.07617937467297138
phosphatidylserine,Sports/Performance,24,0.9989640213238944,0.030736403911804374
rutin,Sports/Performance,49,0.9989600935915768,0.025155371648504208
grape seed extract,Sports/Performance,64,0.9989577226239333,0.023870501406929496
glucoamylase,Sports/Performance,12,0.991686431499431,0.03245799724365338
papain,Sports/Performance,33,0.99059505799294,0.017964760727675763
alpha lipoic acid,Sports/Performance,40,0.9885631922793714,0.014192487777270344
strontium,Sports/Performance,7,0.9871999432684466,0.04055546494224995
pomegranate extract,Sports/Performance,6,0.9789664004821456,0.03553739017562553
omega-3 fatty acids,Sports/Performance,13,0.9789441930618401,0.01563783273792043
riboflavin,Sports/Performance,364,0.9726836942236876,-0.009003113946881561
fish oil,Sports/Performance,37,0.9720062323239036,-0.005016708175009547
curcumin c3 complex,Sports/Performance,5,0.9682017289730457,0.028873659894614594
chlorella,Sports/Performance,13,0.9628613109808867,-0.003990974011012233
vitamin k2,Sports/Performance,100,0.9603086229142429,-0.02316583151468706
"l-glutathione, reduced",Sports/Performance,7,0.958959786446224,0.005790046781573352
cellulase,Sports/Performance,23,0.9588605955977557,-0.01693002971851021
folate,Sports/Performance,458,0.9560313314245041,-0.02749927142869784
amylase,Sports/Performance,27,0.9549208128115139,-0.023356298877943167
"cranberry, powder",Sports/Performance,4,0.9535253118624109,0.01959584630660387
hibiscus flower extract,Sports/Performance,4,0.9535253118624109,0.01959584630660387
l-cysteine hydrochloride,Sports/Performance,4,0.9535253118624109,0.01959584630660387
gotu kola,Sports/Performance,11,0.9498714067869904,-0.01693002971851021
pantothenic acid,Sports/Performance,422,0.9494186358034614,-0.0353571272651485
fish oil concentrate,Sports/Performance,22,0.9458940803326314,-0.03252688476952879
gamma aminobutyric acid,Sports/Performance,5,0.932308928392086,-0.01693002971851021
phospholipids,Sports/Performance,5,0.932308928392086,-0.01693002971851021
saw palmetto fruit extract,Sports/Performance,5,0.932308928392086,-0.01693002971851021
valerian root extract,Sports/Performance,17,0.920785081681182,-0.0613241490769638
pectinase,Sports/Performance,9,0.9119686463671993,-0.0613241490769638
lipase,Sports/Performance,30,0.9027798780180453,-0.09063971590151952
saw palmetto berry extract,Sports/Performance,19,0.9019985974754559,-0.08731935760990808
ceylon cinnamon,Sports/Performance,5,0.8989798992811948,-0.061324149076963465
gymnema leaf extract,Sports/Performance,5,0.8989798992811948,-0.061324149076963465
trans-resveratrol,Sports/Performance,24,0.8961187877942675,-0.09758769306373528
vitamin a,Sports/Performance,445,0.8952161443188038,-0.09962803725360292
methylsulfonylmethane,Sports/Performance,48,0.8776773390874983,-0.12673403872325179
lutein,Sports/Performance,84,0.8768270124080251,-0.12913953330453506
selenium,Sports/Performance,333,0.8727446625320388,-0.13032909426133513
turmeric rhizome extract,Sports/Performance,16,0.8694991295770812,-0.12913953330453506
ginger root extract,Sports/Performance,28,0.868528236691502,-0.13622895809085456
alpha-lipoic acid,Sports/Performance,58,0.861291764886409,-0.14970203274335658
"spirulina, powder",Sports/Performance,7,0.8604812908610378,-0.12545448649667945
5-hydroxytryptophan,Sports/Performance,15,0.8603128916949074,-0.1410513415476978
cannabidiol,Sports/Performance,10,0.8544315459738345,-0.14246091180236928
molybdenum,Sports/Performance,184,0.8536009970241532,-0.15929930864026112
broccoli,Sports/Performance,5,0.8389876468815909,-0.14621304666347668
cordyceps mycelium extract,Sports/Performance,5,0.8389876468815909,-0.14621304666347668
grapefruit seed extract,Sports/Performance,5,0.8389876468815909,-0.14621304666347668
pregnenolone,Sports/Performance,6,0.8389633870724725,-0.15208961300014595
eicosapentaenoic acid,Sports/Performance,7,0.8389391199517782,-0.15648138211730364
cinnamon bark extract,Sports/Performance,8,0.838914845516202,-0.1598879835605533
lion s mane,Sports/Performance,9,0.838890563762436,-0.16260748491414523
xylanase,Sports/Performance,9,0.838890563762436,-0.16260748491414523
chlorophyll,Sports/Performance,11,0.8388419782870928,-0.1666771492231921
docosahexaenoic acid,Sports/Performance,16,0.8387203862984759,-0.17264117194112147
coenzyme q10,Sports/Performance,16,0.8193804863073216,-0.2009302163725455
iodine,Sports/Performance,255,0.8153112507084014,-0.21014735241757504
chromemate,Sports/Performance,5,0.8118943716043503,-0.18685503116082244
reishi mushroom fruiting body extract,Sports/Performance,5,0.8118943716043503,-0.18685503116082244
wild yam,Sports/Performance,5,0.8118943716043503,-0.18685503116082244
hesperidin,Sports/Performance,15,0.8083413921225033,-0.2166023745548745
buchu leaf extract,Sports/Performance,4,0.8067132445803933,-0.18685503116082264
saw palmetto extract,Sports/Performance,4,0.8067132445803933,-0.18685503116082264
benfotiamine,Sports/Performance,8,0.803158620468502,-0.21332724252201393
holy basil,Sports/Performance,3,0.7990533562822719,-0.1868550311608228
beta-sitosterol,Sports/Performance,7,0.7989322311202962,-0.2166023745548745
bioflavonoids,Sports/Performance,7,0.7989322311202962,-0.2166023745548745
black pepper,Sports/Performance,7,0.7989322311202962,-0.2166023745548745
niacinamide,Sports/Performance,7,0.7989322311202962,-0.2166023745548745
pumpkin seed oil,Sports/Performance,7,0.7989322311202962,-0.2166023745548745
lecithin,Sports/Performance,11,0.7988109598483543,-0.22638339534746002
5-htp,Sports/Performance,10,0.7953908617830389,-0.22992375305270854
total omega-3 fatty acids,Sports/Performance,21,0.7950509794936419,-0.24049299476289596
quercetin dihydrate,Sports/Performance,15,0.7892647946323973,-0.24574872021439104
biocell collagen,Sports/Performance,5,0.7864944260319373,-0.22638339534746002
chamomile flower extract,Sports/Performance,11,0.7863012665862484,-0.24574872021439104
lycopene,Sports/Performance,61,0.7791136624318028,-0.26974803950916726
vitamin b1,Sports/Performance,58,0.7789335766930386,-0.26999626646106817
vanadium,Sports/Performance,52,0.778479425692132,-0.2705768570583257
biotin,Sports/Performance,372,0.7737201395271686,-0.26465395958158583
l-glutamic acid,Sports/Performance,6,0.7726461701942063,-0.25396922701935964
saccharomyces boulardii,Sports/Performance,6,0.7726461701942063,-0.25396922701935964
milk thistle,Sports/Performance,8,0.754887716654107,-0.2899485241249262
alfalfa,Sports/Performance,6,0.7528076865126737,-0.28639070471173694
mullein,Sports/Performance,4,0.7490370752910293,-0.27996443555230416
invertase,Sports/Performance,9,0.7488479262672811,-0.3023322485807586
flaxseed oil,Sports/Performance,14,0.7486584919078508,-0.309711778946356
gaba,Sports/Performance,7,0.7455897126783203,-0.3023322485807586
saw palmetto,Sports/Performance,10,0.7439683303910555,-0.3123859132446814
phytosterols,Sports/Performance,2,0.7402942505115282,-0.2648575431620957
zeaxanthin,Sports/Performance,37,0.7400728020333875,-0.33124494049599734
vitamin e,Sports/Performance,407,0.7313539865340302,-0.3260719696500292
chasteberry fruit extract,Sports/Performance,3,0.7295180722891567,-0.3023322485807586
cat s claw,Sports/Performance,4,0.7231822407820039,-0.32435855491075744
n-acetyl-l-cysteine,Sports/Performance,14,0.7227646547822785,-0.3532134175829425
astragalus,Sports/Performance,7,0.7138111910533134,-0.35678003260313473
chamomile,Sports/Performance,7,0.7138111910533134,-0.35678003260313473
l-cysteine,Sports/Performance,10,0.7095547901518051,-0.3712796022982499
turmeric,Sports/Performance,31,0.7089755038938342,-0.38325224396432606
elderberry extract,Sports/Performance,3,0.6990963855421687,-0.35678003260313473
silymarin,Sports/Performance,4,0.6990510619069137,-0.3674272768026434
kaneka ubiquinol,Sports/Performance,5,0.6990057246158482,-0.3744820343365939
"garlic, powder",Sports/Performance,8,0.6988696307460437,-0.3861638393842293
astaxanthin,Sports/Performance,19,0.6868713867110161,-0.4195157879510975
coenzyme q-10,Sports/Performance,66,0.6773995223651577,-0.43968518571807436
apigenin,Sports/Performance,4,0.6764767332818292,-0.4092474524972707
total calories,Sports/Performance,4,0.6764767332818292,-0.4092474524972707
l-glutathione,Sports/Performance,8,0.6738615566799441,-0.4319675289973543
"psyllium, powder",Sports/Performance,3,0.6711084337349398,-0.40924745249727046
rose hip,Sports/Performance,10,0.6683250414593698,-0.446241659979472
nattokinase,Sports/Performance,5,0.662168376651179,-0.4431947844206079
artichoke leaf extract,Sports/Performance,10,0.658753849798626,-0.46438900668973154
inositol,Sports/Performance,115,0.6471237991841031,-0.49210438490155456
passionflower aerial parts extract,Sports/Performance,3,0.6452734012974977,-0.45987352556723854
pectin,Sports/Performance,3,0.6452734012974977,-0.45987352556723854
cayenne pepper,Sports/Performance,5,0.6451665237444086,-0.4763616483558075
hemicellulase,Sports/Performance,7,0.6450595817684426,-0.4845355798015077
lactobacillus acidophilus,Sports/Performance,16,0.6416624863886068,-0.5031143759614929
citrus bioflavonoid complex,Sports/Performance,25,0.6365149804096218,-0.5161626564137825
ginkgo biloba,Sports/Performance,4,0.6354324994180394,-0.4894178011812539
irish moss,Sports/Performance,4,0.6354324994180394,-0.4894178011812539
vitamin b2,Sports/Performance,47,0.6286397569724979,-0.5326298680025526
proprietary herbal blend,Sports/Performance,9,0.6256552630276414,-0.5278919489958896
olive leaf extract,Sports/Performance,22,0.6253283040777377,-0.5377621930199508
turmeric root extract,Sports/Performance,32,0.6189907702409287,-0.5518518479400709
milk thistle extract,Sports/Performance,4,0.6167211575095469,-0.5278919489958896
pycnogenol,Sports/Performance,4,0.6167211575095469,-0.5278919489958896
silicon,Sports/Performance,14,0.6161429725005102,-0.5529829299587201
thiamin,Sports/Performance,8,0.6085178792814255,-0.5612505459423207
hops flower extract,Sports/Performance,2,0.5991997762815411,-0.5404919857755233
horsetail,Sports/Performance,3,0.5991394148020655,-0.5560888408265416
resveratrol,Sports/Performance,14,0.5984742365795315,-0.5898196981390912
quercetin,Sports/Performance,45,0.5873589717206493,-0.6174893854906848
policosanol,Sports/Performance,5,0.5850669506786157,-0.6018925304396666
probiotic blend,Sports/Performance,27,0.5827121947698027,-0.6274276225468042
bilberry extract,Sports/Performance,3,0.5784586622351475,-0.6018925304396664
dl-methionine,Sports/Performance,3,0.5784586622351475,-0.6018925304396664
lemon balm aerial parts extract,Sports/Performance,3,0.5784586622351475,-0.6018925304396664
proprietary blend,Sports/Performance,225,0.5748614107967395,-0.6224914916195333
bitter melon fruit extract,Sports/Performance,5,0.5717494316469911,-0.6316398738337182
calcium d-glucarate,Sports/Performance,5,0.5590238023501054,-0.6607862194932347
krill oil,Sports/Performance,5,0.5590238023501054,-0.6607862194932347
d-mannose,Sports/Performance,6,0.5536742276716293,-0.6771806577439037
melatonin,Sports/Performance,67,0.5472134765891561,-0.704254248069344
"turmeric, powder",Sports/Performance,8,0.546646571213263,-0.6987540696922554
fennel,Sports/Performance,6,0.5434014698742738,-0.7014282039905809
black walnut,Sports/Performance,3,0.541099883404586,-0.6893553716900059
amla fruit extract,Sports/Performance,2,0.5242433368468604,-0.7173697478596024
beta-nicotinamide mononucleotide,Sports/Performance,2,0.5242433368468604,-0.7173697478596024
reishi mushroom extract,Sports/Performance,4,0.5241000150625094,-0.7393960541896015
"alfalfa, powder",Sports/Performance,2,0.5032555338051499,-0.7718175318819785
juniper,Sports/Performance,2,0.5032555338051499,-0.7718175318819785
red clover,Sports/Performance,2,0.5032555338051499,-0.7718175318819785
fructooligosaccharides,Sports/Performance,8,0.5028063300678222,-0.8070069603442789
garlic bulb extract,Sports/Performance,4,0.49910700837045163,-0.803526391609317
bladderwrack,Sports/Performance,3,0.4933026222537208,-0.8113458960686163
dong quai root extract,Sports/Performance,3,0.4933026222537208,-0.8113458960686163
phosphatidylcholine,Sports/Performance,3,0.4933026222537208,-0.8113458960686163
apple pectin,Sports/Performance,4,0.48748235409507595,-0.8345532872299414
mixed tocopherols,Sports/Performance,9,0.48709607308369146,-0.8498200438832518
milk thistle seed extract,Sports/Performance,20,0.4851626218026416,-0.8606267988398345
celery seed extract,Sports/Performance,2,0.48388217715126314,-0.824284951776114
proprietary formula,Sports/Performance,5,0.48364892113009017,-0.8498200438832522
trimethylglycine,Sports/Performance,5,0.48364892113009017,-0.8498200438832522
berberine hydrochloride,Sports/Performance,10,0.4798922056384743,-0.8703813663655685
octacosanol,Sports/Performance,2,0.4659438839532199,-0.8749110248460821
green tea,Sports/Performance,3,0.46586345381526106,-0.8872947493019147
msm,Sports/Performance,3,0.46586345381526106,-0.8872947493019147
kelp,Sports/Performance,6,0.4512627345533779,-0.9442847278867442
n-acetyl cysteine,Sports/Performance,13,0.4506833739412925,-0.9544089451604516
l-5-hydroxytryptophan,Sports/Performance,2,0.44928689741217975,-0.9238206253270286
